club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Chievo Verona,Marco Calderoni,27.0,Italy,Left-Back,LB,300000.0,Novara,Italy,0.0,out,summer,Serie A,2016,True,free loan
Chievo Verona,Caleb Ekuban,22.0,Ghana,Right Winger,RW,175000.0,FK Partizani,Albania,0.0,out,summer,Serie A,2016,True,free loan
Chievo Verona,Tomasz Kupisz,26.0,Poland,Right Midfield,RM,1000000.0,Novara,Italy,0.0,out,summer,Serie A,2016,True,free loan
Chievo Verona,Ivan Provedel,22.0,Italy,Goalkeeper,GK,400000.0,Pro Vercelli,Italy,0.0,out,summer,Serie A,2016,True,free loan
Chievo Verona,Ansoumana Sané,20.0,Senegal,Left-Back,LB,250000.0,Pro Piacenza,Italy,0.0,out,summer,Serie A,2016,True,free loan
Chievo Verona,Matteo Brunelli,22.0,Italy,Goalkeeper,GK,175000.0,ACR Messina,Italy,0.0,out,summer,Serie A,2016,True,free loan
Chievo Verona,Luca Baldassin,22.0,Italy,Central Midfield,CM,250000.0,ACR Messina,Italy,0.0,out,summer,Serie A,2016,True,free loan
Chievo Verona,Emanuele Gatto,21.0,Italy,Central Midfield,CM,250000.0,Santarcangelo,Italy,0.0,out,summer,Serie A,2016,True,free loan
Chievo Verona,Federico Alonzi,19.0,Italy,Centre-Forward,CF,125000.0,Santarcangelo,Italy,0.0,out,summer,Serie A,2016,True,free loan
Chievo Verona,Radoslav Kirilov,24.0,Bulgaria,Left Winger,LW,300000.0,PFC Beroe,Bulgaria,0.0,out,summer,Serie A,2016,True,free loan
Chievo Verona,Mattia Bani,22.0,Italy,Centre-Back,CB,500000.0,Pro Vercelli,Italy,0.0,out,summer,Serie A,2016,True,free loan
Chievo Verona,Raffaele Pucino,25.0,Italy,Right-Back,RB,300000.0,Vicenza,Italy,0.0,out,summer,Serie A,2016,True,free loan
Chievo Verona,Federico Mattiello,20.0,Italy,Right-Back,RB,400000.0,Juventus,Italy,0.0,out,summer,Serie A,2016,True,end of loan
Chievo Verona,Paul-José Mpoku,24.0,DR Congo,Left Winger,LW,4000000.0,Standard Liège,Belgium,0.0,out,summer,Serie A,2016,True,end of loan
Chievo Verona,Fabrizio Cacciatore,29.0,Italy,Right-Back,RB,1300000.0,Sampdoria,Italy,0.0,out,summer,Serie A,2016,True,end of loan
Chievo Verona,Antonio Floro Flores,33.0,Italy,Centre-Forward,CF,1500000.0,Sassuolo,Italy,0.0,out,summer,Serie A,2016,True,end of loan
Chievo Verona,Serge Gakpé,29.0,Togo,Right Winger,RW,1500000.0,Genoa,Italy,0.0,in,winter,Serie A,2016,True,free loan
Chievo Verona,Victor da Silva,22.0,Brazil,Attacking Midfield,AM,250000.0,Lupa Roma,Italy,0.0,out,winter,Serie A,2016,True,free loan
Chievo Verona,Filippo Costa,21.0,Italy,Left-Back,LB,300000.0,SPAL,Italy,0.0,out,winter,Serie A,2016,True,free loan
Chievo Verona,Lamin Jallow,21.0,The Gambia,Centre-Forward,CF,350000.0,Trapani,Italy,0.0,out,winter,Serie A,2016,True,free loan
Chievo Verona,Antonio Floro Flores,33.0,Italy,Centre-Forward,CF,700000.0,Bari,Italy,0.0,out,winter,Serie A,2016,True,free loan
Chievo Verona,Ali Sowe,22.0,The Gambia,Centre-Forward,CF,275000.0,Vibonese,Italy,0.0,out,winter,Serie A,2016,True,free loan
Chievo Verona,Yusupha Bobb,20.0,The Gambia,Central Midfield,CM,175000.0,Padova,Italy,0.0,out,winter,Serie A,2016,True,free loan
Chievo Verona,Antonio Cinelli,27.0,Italy,Central Midfield,CM,500000.0,Novara,Italy,0.0,out,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Cristiano Biraghi,23.0,Italy,Left-Back,LB,2500000.0,Inter,Italy,5000000.0,in,summer,Serie A,2016,False,
Delfino Pescara 1936,Valerio Verre,22.0,Italy,Central Midfield,CM,2400000.0,Udinese Calcio,Italy,4000000.0,in,summer,Serie A,2016,False,
Delfino Pescara 1936,Vincenzo Fiorillo,26.0,Italy,Goalkeeper,GK,700000.0,Juventus,Italy,2000000.0,in,summer,Serie A,2016,False,
Delfino Pescara 1936,Ahmad Benali,24.0,Libya,Central Midfield,CM,1200000.0,US Palermo,Italy,1000000.0,in,summer,Serie A,2016,False,
Delfino Pescara 1936,Rey Manaj,19.0,Albania,Centre-Forward,CF,800000.0,Inter,Italy,500000.0,in,summer,Serie A,2016,True,loan with fee
Delfino Pescara 1936,Stefano Pettinari,24.0,Italy,Centre-Forward,CF,650000.0,AS Roma,Italy,400000.0,in,summer,Serie A,2016,False,
Delfino Pescara 1936,Antonio Mazzotta,26.0,Italy,Left Midfield,LM,800000.0,Cesena,Italy,350000.0,in,summer,Serie A,2016,False,
Delfino Pescara 1936,Alessio Di Massimo,20.0,Italy,Left Winger,LW,100000.0,Sant'Omero,Italy,300000.0,in,summer,Serie A,2016,False,
Delfino Pescara 1936,Alessandro Crescenzi,24.0,Italy,Left-Back,LB,2000000.0,AS Roma,Italy,300000.0,in,summer,Serie A,2016,False,
Delfino Pescara 1936,Andrea Coda,31.0,Italy,Centre-Back,CB,200000.0,Sampdoria,Italy,200000.0,in,summer,Serie A,2016,False,
Delfino Pescara 1936,Francesco Nicastro,24.0,Italy,Centre-Forward,CF,250000.0,Juve Stabia,Italy,0.0,in,summer,Serie A,2016,False,
Delfino Pescara 1936,Albano Bizzarri,38.0,Argentina,Goalkeeper,GK,200000.0,Chievo Verona,Italy,0.0,in,summer,Serie A,2016,False,
Delfino Pescara 1936,Alessandro Polidori,24.0,Italy,Centre-Forward,CF,150000.0,Rimini,Italy,0.0,in,summer,Serie A,2016,False,
Delfino Pescara 1936,Simone Pepe,32.0,Italy,Right Winger,RW,500000.0,Chievo Verona,Italy,0.0,in,summer,Serie A,2016,False,
Delfino Pescara 1936,Alberto Aquilani,32.0,Italy,Central Midfield,CM,3000000.0,Sporting CP,Portugal,0.0,in,summer,Serie A,2016,False,
Delfino Pescara 1936,Gianluca Caprari,22.0,Italy,Left Winger,LW,3500000.0,Inter,Italy,0.0,in,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Bryan Cristante,21.0,Italy,Central Midfield,CM,3000000.0,Benfica,Portugal,0.0,in,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Norbert Gyomber,24.0,Slovakia,Centre-Back,CB,1000000.0,AS Roma,Italy,0.0,in,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Robert Muric,20.0,Croatia,Right Winger,RW,800000.0,Ajax U21,Netherlands,0.0,in,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Jean-Christophe Bahebeck,23.0,France,Centre-Forward,CF,2500000.0,Paris SG,France,0.0,in,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Gianluca Lapadula,26.0,Peru,Centre-Forward,CF,6500000.0,AC Milan,Italy,9500000.0,out,summer,Serie A,2016,False,
Delfino Pescara 1936,Gianluca Caprari,22.0,Italy,Left Winger,LW,3500000.0,Inter,Italy,8250000.0,out,summer,Serie A,2016,False,
Delfino Pescara 1936,Daniele Mignanelli,23.0,Italy,Left-Back,LB,300000.0,Ascoli,Italy,170000.0,out,summer,Serie A,2016,False,
Delfino Pescara 1936,Pasquale Di Sabatino,19.0,Italy,Centre-Back,CB,75000.0,Maceratese,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Pasquale Di Sabatino,19.0,Italy,Centre-Back,CB,75000.0,Fondi,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Luca Savelloni,21.0,Italy,Goalkeeper,GK,75000.0,Racing Roma,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Danilo Bulevardi,21.0,Italy,Central Midfield,CM,75000.0,Teramo,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Souleymane Diamoutene,33.0,Mali,Centre-Back,CB,25000.0,Gzira Utd,Malta,0.0,out,summer,Serie A,2016,False,
Delfino Pescara 1936,Andrea Mancini,20.0,Italy,Left Winger,LW,50000.0,Santarcangelo,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Cristian Buonaiuto,23.0,Italy,Right Winger,RW,300000.0,Perugia,Italy,0.0,out,summer,Serie A,2016,False,
Delfino Pescara 1936,Riccardo Barbuti,24.0,Italy,Centre-Forward,CF,150000.0,Lumezzane,Italy,0.0,out,summer,Serie A,2016,False,
Delfino Pescara 1936,Cristiano Ingretolli,22.0,Italy,Centre-Forward,CF,75000.0,AJ Fano,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Mattia Altobelli,21.0,Italy,Centre-Back,CB,150000.0,Teramo,Italy,0.0,out,summer,Serie A,2016,False,
Delfino Pescara 1936,Christian Ventola,19.0,Italy,Right-Back,RB,175000.0,Maceratese,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Gianluca Clemente,20.0,Italy,Right-Back,RB,75000.0,Grosseto,Italy,0.0,out,summer,Serie A,2016,False,
Delfino Pescara 1936,Francesco Karkalis,21.0,Italy,Left-Back,LB,225000.0,Teramo,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Tomasch Calore,19.0,Italy,Goalkeeper,GK,75000.0,Teramo,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Adedoyin Sanni,21.0,Nigeria,Centre-Back,CB,50000.0,Calvina Sport,Italy,,out,summer,Serie A,2016,False,
Delfino Pescara 1936,Francesco Nicastro,24.0,Italy,Centre-Forward,CF,250000.0,Perugia,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Ransford Selasi,20.0,Ghana,Central Midfield,CM,1000000.0,Novara,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Simone Aresti,30.0,Italy,Goalkeeper,GK,200000.0,Ternana,Italy,,out,summer,Serie A,2016,False,
Delfino Pescara 1936,Andrea Rossi,29.0,Italy,Left-Back,LB,250000.0,Brescia,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Nicholas Bensaja,21.0,Italy,Central Midfield,CM,100000.0,Catanzaro,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Antonio Mazzotta,27.0,Italy,Left Midfield,LM,800000.0,Frosinone,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Daniel Di Nicola,20.0,Italy,Left-Back,LB,25000.0,AJ Fano,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Marco Perrotta,22.0,Italy,Centre-Back,CB,250000.0,Avellino,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Elhan Kastrati,19.0,Albania,Goalkeeper,GK,75000.0,Piacenza,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Andrea Cocco,30.0,Italy,Centre-Forward,CF,500000.0,Frosinone,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Gianluca Barba,21.0,Italy,Central Midfield,CM,275000.0,Piacenza,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Lorenzo Paolucci,19.0,Italy,Central Midfield,CM,75000.0,Taranto,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Luca Forte,21.0,Italy,Second Striker,SS,350000.0,Teramo,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Marco Sansovini,36.0,Italy,Centre-Forward,CF,125000.0,Teramo,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Alessandro Polidori,24.0,Italy,Centre-Forward,CF,150000.0,Arezzo,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Alessio Di Massimo,20.0,Italy,Left Winger,LW,100000.0,Sambenedettese,Italy,0.0,out,summer,Serie A,2016,True,free loan
Delfino Pescara 1936,Emanuele Pesoli,35.0,Italy,Centre-Back,CB,25000.0,Retired,,,out,summer,Serie A,2016,False,
Delfino Pescara 1936,Vincenzo Fiorillo,26.0,Italy,Goalkeeper,GK,700000.0,Juventus,Italy,0.0,out,summer,Serie A,2016,True,end of loan
Delfino Pescara 1936,Lucas Torreira,20.0,Uruguay,Defensive Midfield,DM,1500000.0,Sampdoria,Italy,0.0,out,summer,Serie A,2016,True,end of loan
Delfino Pescara 1936,Pierluigi Cappelluzzo,20.0,Italy,Centre-Forward,CF,250000.0,Hellas Verona,Italy,0.0,out,summer,Serie A,2016,True,end of loan
Delfino Pescara 1936,Alessandro Crescenzi,24.0,Italy,Left-Back,LB,2000000.0,AS Roma,Italy,0.0,out,summer,Serie A,2016,True,end of loan
Delfino Pescara 1936,Valerio Verre,22.0,Italy,Central Midfield,CM,2400000.0,Udinese Calcio,Italy,0.0,out,summer,Serie A,2016,True,end of loan
Delfino Pescara 1936,Ahmad Benali,24.0,Libya,Central Midfield,CM,1200000.0,US Palermo,Italy,0.0,out,summer,Serie A,2016,True,end of loan
Delfino Pescara 1936,Daniele Verde,20.0,Italy,Right Winger,RW,900000.0,AS Roma,Italy,0.0,out,summer,Serie A,2016,True,end of loan
Delfino Pescara 1936,Rolando Mandragora,19.0,Italy,Defensive Midfield,DM,3000000.0,Juventus,Italy,0.0,out,summer,Serie A,2016,True,end of loan
Delfino Pescara 1936,Antonio Mazzotta,26.0,Italy,Left Midfield,LM,800000.0,Cesena,Italy,0.0,out,summer,Serie A,2016,True,end of loan
Delfino Pescara 1936,Andrea Coda,31.0,Italy,Centre-Back,CB,200000.0,Sampdoria,Italy,0.0,out,summer,Serie A,2016,True,end of loan
Delfino Pescara 1936,Cristian Pasquato,26.0,Italy,Second Striker,SS,1000000.0,Juventus,Italy,0.0,out,summer,Serie A,2016,True,end of loan
Delfino Pescara 1936,Joel Acosta,25.0,Argentina,Right Winger,RW,400000.0,Boca Juniors,Argentina,0.0,out,summer,Serie A,2016,True,end of loan
Delfino Pescara 1936,Andrés Cubas,20.0,Paraguay,Defensive Midfield,DM,3500000.0,Boca Juniors,Argentina,140000.0,in,winter,Serie A,2016,True,loan with fee
Delfino Pescara 1936,Cesare Bovo,33.0,Italy,Centre-Back,CB,500000.0,Torino,Italy,100000.0,in,winter,Serie A,2016,False,
Delfino Pescara 1936,Guglielmo Stendardo,35.0,Italy,Centre-Back,CB,300000.0,Atalanta BC,Italy,0.0,in,winter,Serie A,2016,False,
Delfino Pescara 1936,Alberto Gilardino,34.0,Italy,Centre-Forward,CF,500000.0,FC Empoli,Italy,0.0,in,winter,Serie A,2016,False,
Delfino Pescara 1936,Valerio Verre,23.0,Italy,Central Midfield,CM,4000000.0,Sampdoria,Italy,0.0,in,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Alberto Cerri,20.0,Italy,Centre-Forward,CF,2200000.0,Juventus,Italy,0.0,in,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Grigoris Kastanos,18.0,Cyprus,Attacking Midfield,AM,350000.0,Juventus U19,Italy,0.0,in,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Luigi Carillo,20.0,Italy,Centre-Back,CB,175000.0,Akragas,Italy,,in,winter,Serie A,2016,False,
Delfino Pescara 1936,Sulley Muntari,32.0,Ghana,Central Midfield,CM,1500000.0,Without Club,,,in,winter,Serie A,2016,False,
Delfino Pescara 1936,Mamadou Coulibaly,18.0,Senegal,Central Midfield,CM,50000.0,Without Club,,,in,winter,Serie A,2016,False,
Delfino Pescara 1936,Valerio Verre,23.0,Italy,Central Midfield,CM,4000000.0,Sampdoria,Italy,4100000.0,out,winter,Serie A,2016,False,
Delfino Pescara 1936,Dario Zuparic,24.0,Croatia,Centre-Back,CB,600000.0,HNK Rijeka,Croatia,150000.0,out,winter,Serie A,2016,True,loan with fee
Delfino Pescara 1936,Stefano Pettinari,24.0,Italy,Centre-Forward,CF,600000.0,Ternana,Italy,100000.0,out,winter,Serie A,2016,True,loan with fee
Delfino Pescara 1936,Alberto Aquilani,32.0,Italy,Central Midfield,CM,1500000.0,Sassuolo,Italy,0.0,out,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Gianluca Barba,21.0,Italy,Central Midfield,CM,300000.0,Pro Piacenza,Italy,0.0,out,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Luigi Carillo,20.0,Italy,Centre-Back,CB,175000.0,Paganese,Italy,0.0,out,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Andrea Mancini,20.0,Italy,Left Winger,LW,75000.0,Ancona,Italy,0.0,out,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Andrea Rossi,30.0,Italy,Left-Back,LB,200000.0,Ternana,Italy,0.0,out,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Danilo Bulevardi,22.0,Italy,Central Midfield,CM,200000.0,Pordenone,Italy,0.0,out,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Cristiano Ingretolli,22.0,Italy,Centre-Forward,CF,75000.0,Maceratese,Italy,0.0,out,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Elhan Kastrati,19.0,Albania,Goalkeeper,GK,75000.0,KF Teuta,Albania,0.0,out,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Luca Orlando,19.0,Italy,Centre-Back,CB,50000.0,Castelfidardo,Italy,0.0,out,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Luca Forte,22.0,Italy,Second Striker,SS,200000.0,Carpi,Italy,0.0,out,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Andrea Cocco,30.0,Italy,Centre-Forward,CF,400000.0,Cesena,Italy,0.0,out,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Daniel Di Nicola,20.0,Italy,Left-Back,LB,50000.0,Taranto,Italy,0.0,out,winter,Serie A,2016,True,free loan
Delfino Pescara 1936,Andrea Testi,19.0,Italy,Centre-Forward,CF,50000.0,Racing Roma,Italy,,out,winter,Serie A,2016,False,
Delfino Pescara 1936,Mirko Pigliacelli,23.0,Italy,Goalkeeper,GK,400000.0,Trapani,Italy,0.0,out,winter,Serie A,2016,True,free loan
FC Crotone,Ante Budimir,24.0,Croatia,Centre-Forward,CF,3000000.0,FC St. Pauli,Germany,1000000.0,in,summer,Serie A,2016,False,
FC Crotone,Noë Dussenne,24.0,Belgium,Centre-Back,CB,1500000.0,Mouscron,Belgium,950000.0,in,summer,Serie A,2016,False,
FC Crotone,Federico Ceccherini,24.0,Italy,Centre-Back,CB,700000.0,AS Livorno,Italy,900000.0,in,summer,Serie A,2016,False,
FC Crotone,Simy,24.0,Nigeria,Centre-Forward,CF,1000000.0,Portimonense,Portugal,850000.0,in,summer,Serie A,2016,False,
FC Crotone,Leonardo Capezzi,21.0,Italy,Defensive Midfield,DM,1300000.0,Fiorentina,Italy,700000.0,in,summer,Serie A,2016,False,
FC Crotone,Marcus Rohdén,25.0,Sweden,Central Midfield,CM,1100000.0,Elfsborg,Sweden,500000.0,in,summer,Serie A,2016,False,
FC Crotone,Valentin Cojocaru,20.0,Romania,Goalkeeper,GK,400000.0,Steaua Bukarest,Romania,250000.0,in,summer,Serie A,2016,True,loan with fee
FC Crotone,Nicolò Fazzi,21.0,Italy,Right Midfield,RM,400000.0,Fiorentina,Italy,200000.0,in,summer,Serie A,2016,False,
FC Crotone,Djamel Mesbah,31.0,Algeria,Left-Back,LB,400000.0,Sampdoria,Italy,0.0,in,summer,Serie A,2016,False,
FC Crotone,Lorenzo Crisetig,23.0,Italy,Defensive Midfield,DM,3300000.0,Bologna,Italy,0.0,in,summer,Serie A,2016,True,free loan
FC Crotone,Marcello Trotta,23.0,Italy,Centre-Forward,CF,2000000.0,Sassuolo,Italy,0.0,in,summer,Serie A,2016,True,free loan
FC Crotone,Diego Falcinelli,25.0,Italy,Centre-Forward,CF,1100000.0,Sassuolo,Italy,0.0,in,summer,Serie A,2016,True,free loan
FC Crotone,Andrea Scicchitano,24.0,Italy,Central Midfield,CM,50000.0,Racing Roma,Italy,0.0,in,summer,Serie A,2016,False,
FC Crotone,Eddy Gnahoré,22.0,France,Central Midfield,CM,300000.0,SSC Napoli,Italy,0.0,in,summer,Serie A,2016,True,free loan
FC Crotone,Mario Sampirisi,23.0,Italy,Right-Back,RB,900000.0,Vicenza,Italy,0.0,in,summer,Serie A,2016,False,
FC Crotone,Andrea Mazzarani,26.0,Italy,Attacking Midfield,AM,700000.0,Modena,Italy,0.0,in,summer,Serie A,2016,False,
FC Crotone,Aleksandar Tonev,26.0,Bulgaria,Left Winger,LW,900000.0,Frosinone,Italy,0.0,in,summer,Serie A,2016,False,
FC Crotone,Andrea Nalini,26.0,Italy,Right Winger,RW,250000.0,Salernitana,Italy,0.0,in,summer,Serie A,2016,False,
FC Crotone,Cazim Suljic,19.0,Bosnia-Herzegovina,Central Midfield,CM,150000.0,Saint-Étienne B,France,0.0,in,summer,Serie A,2016,False,
FC Crotone,Aleandro Rosi,29.0,Italy,Right-Back,RB,800000.0,Genoa,Italy,0.0,in,summer,Serie A,2016,True,free loan
FC Crotone,Leonardo Capezzi,21.0,Italy,Defensive Midfield,DM,1300000.0,Sampdoria,Italy,0.0,in,summer,Serie A,2016,True,free loan
FC Crotone,Gian Marco Ferrari,24.0,Italy,Centre-Back,CB,1000000.0,Sassuolo,Italy,0.0,in,summer,Serie A,2016,True,free loan
FC Crotone,Gian Marco Ferrari,24.0,Italy,Centre-Back,CB,1000000.0,Sassuolo,Italy,4000000.0,out,summer,Serie A,2016,False,
FC Crotone,Ante Budimir,24.0,Croatia,Centre-Forward,CF,3000000.0,Sampdoria,Italy,1800000.0,out,summer,Serie A,2016,False,
FC Crotone,Leonardo Capezzi,21.0,Italy,Defensive Midfield,DM,1300000.0,Sampdoria,Italy,1000000.0,out,summer,Serie A,2016,False,
FC Crotone,Tomislav Saric,26.0,Croatia,Central Midfield,CM,400000.0,RNK Split,Croatia,0.0,out,summer,Serie A,2016,False,
FC Crotone,Luca Bruno,20.0,Italy,Centre-Back,CB,50000.0,ACR Messina,Italy,0.0,out,summer,Serie A,2016,True,free loan
FC Crotone,Davide Leto,21.0,Italy,Central Midfield,CM,50000.0,Avezzano,Italy,0.0,out,summer,Serie A,2016,False,
FC Crotone,Iacopo Galli,22.0,Italy,Right-Back,RB,200000.0,Spezia Calcio,Italy,0.0,out,summer,Serie A,2016,True,free loan
FC Crotone,Marco Firenze,23.0,Italy,Central Midfield,CM,75000.0,Siena,Italy,0.0,out,summer,Serie A,2016,True,free loan
FC Crotone,Mirko Esposito,20.0,Italy,Right-Back,RB,250000.0,Catanzaro,Italy,0.0,out,summer,Serie A,2016,True,free loan
FC Crotone,Giuseppe Torromino,28.0,Italy,Second Striker,SS,400000.0,Lecce,Italy,0.0,out,summer,Serie A,2016,False,
FC Crotone,Nunzio Di Roberto,30.0,Italy,Right Winger,RW,350000.0,Cesena,Italy,0.0,out,summer,Serie A,2016,True,free loan
FC Crotone,Andrea Scicchitano,24.0,Italy,Central Midfield,CM,50000.0,Lupa Roma,Italy,0.0,out,summer,Serie A,2016,True,free loan
FC Crotone,Giovanni Foresta,20.0,Italy,Central Midfield,CM,100000.0,ACR Messina,Italy,0.0,out,summer,Serie A,2016,True,free loan
FC Crotone,Luca Maniero,21.0,Italy,Goalkeeper,GK,50000.0,Mantova,Italy,0.0,out,summer,Serie A,2016,True,free loan
FC Crotone,Michele Cremonesi,28.0,Italy,Centre-Back,CB,200000.0,SPAL,Italy,,out,summer,Serie A,2016,False,
FC Crotone,Davide Voltan,21.0,Italy,Attacking Midfield,AM,75000.0,Genoa,Italy,,out,summer,Serie A,2016,False,
FC Crotone,Andrea Mazzarani,26.0,Italy,Attacking Midfield,AM,700000.0,Without Club,,,out,summer,Serie A,2016,False,
FC Crotone,Juan Delgado,21.0,Uruguay,Centre-Forward,CF,200000.0,Without Club,,,out,summer,Serie A,2016,False,
FC Crotone,Giuseppe Zampano,22.0,Italy,Right Midfield,RM,400000.0,Without Club,,,out,summer,Serie A,2016,False,
FC Crotone,Matteo Paro,33.0,Italy,Central Midfield,CM,100000.0,Retired,,,out,summer,Serie A,2016,False,
FC Crotone,Francesco Modesto,34.0,Italy,Left-Back,LB,100000.0,Without Club,,,out,summer,Serie A,2016,False,
FC Crotone,Federico Ricci,22.0,Italy,Right Winger,RW,3800000.0,AS Roma,Italy,0.0,out,summer,Serie A,2016,True,end of loan
FC Crotone,Mihai Balasa,21.0,Romania,Centre-Back,CB,1000000.0,AS Roma,Italy,0.0,out,summer,Serie A,2016,True,end of loan
FC Crotone,Leonardo Capezzi,21.0,Italy,Defensive Midfield,DM,1300000.0,Fiorentina,Italy,0.0,out,summer,Serie A,2016,True,end of loan
FC Crotone,Alessio Sabbione,24.0,Italy,Centre-Back,CB,150000.0,Carpi,Italy,0.0,out,summer,Serie A,2016,True,end of loan
FC Crotone,Ante Budimir,24.0,Croatia,Centre-Forward,CF,3000000.0,FC St. Pauli,Germany,0.0,out,summer,Serie A,2016,True,end of loan
FC Crotone,Nicolò Fazzi,21.0,Italy,Right Midfield,RM,400000.0,Fiorentina,Italy,0.0,out,summer,Serie A,2016,True,end of loan
FC Crotone,Pol García,21.0,Spain,Centre-Back,CB,500000.0,Juventus,Italy,0.0,out,summer,Serie A,2016,True,end of loan
FC Crotone,Eloge Yao,20.0,Cote d'Ivoire,Centre-Back,CB,1800000.0,Inter,Italy,0.0,out,summer,Serie A,2016,True,end of loan
FC Crotone,Maxwell Acosty,25.0,Ghana,Right Winger,RW,1000000.0,Latina Calcio,Italy,600000.0,in,winter,Serie A,2016,False,
FC Crotone,Andrej Kotnik,21.0,Slovenia,Attacking Midfield,AM,250000.0,ND Gorica,Slovenia,0.0,in,winter,Serie A,2016,True,free loan
FC Crotone,Nicolò Fazzi,21.0,Italy,Right Midfield,RM,400000.0,Perugia,Italy,700000.0,out,winter,Serie A,2016,False,
FC Crotone,Raffaele Palladino,32.0,Italy,Left Winger,LW,400000.0,Genoa,Italy,250000.0,out,winter,Serie A,2016,False,
FC Crotone,Aniello Salzano,25.0,Italy,Central Midfield,CM,400000.0,Bari,Italy,0.0,out,winter,Serie A,2016,False,
FC Crotone,Valentin Cojocaru,21.0,Romania,Goalkeeper,GK,400000.0,Frosinone,Italy,0.0,out,winter,Serie A,2016,True,free loan
FC Crotone,Marco Firenze,23.0,Italy,Central Midfield,CM,125000.0,Paganese,Italy,0.0,out,winter,Serie A,2016,True,free loan
FC Crotone,Massimo Assisi,19.0,Italy,Right-Back,RB,50000.0,Avezzano,Italy,0.0,out,winter,Serie A,2016,True,free loan
FC Crotone,Pietro De Giorgio,33.0,Italy,Left Winger,LW,100000.0,Latina Calcio,Italy,0.0,out,winter,Serie A,2016,True,free loan
FC Crotone,Iacopo Galli,23.0,Italy,Right-Back,RB,200000.0,AS Livorno,Italy,0.0,out,winter,Serie A,2016,True,free loan
FC Empoli,Matheus,18.0,Brazil,Attacking Midfield,AM,100000.0,Corinthians,Brazil,2000000.0,in,summer,Serie A,2016,False,
FC Empoli,Marcel Büchel,25.0,Liechtenstein,Central Midfield,CM,1500000.0,Juventus,Italy,1500000.0,in,summer,Serie A,2016,False,
FC Empoli,Manuel Pasqual,34.0,Italy,Left-Back,LB,1000000.0,Fiorentina,Italy,0.0,in,summer,Serie A,2016,False,
FC Empoli,Alberto Gilardino,34.0,Italy,Centre-Forward,CF,1000000.0,US Palermo,Italy,0.0,in,summer,Serie A,2016,False,
FC Empoli,Frédéric Veseli,23.0,Albania,Centre-Back,CB,800000.0,FC Lugano,Switzerland,0.0,in,summer,Serie A,2016,False,
